,Image,Acc,Dice_Coef,Jaccard,Recall,Precision
147,cju884985nlmx0817vzpax3y4,0.9912261962890625,0.658753709198813,0.4911504424778761,0.6727272727272727,0.6453488372093024
148,cju885ikhnmkn09878s2lqtuh,0.987457275390625,0.93233454066513,0.8732459521973785,0.9649003237348782,0.9018952062430323
149,cju886ryxnsl50801r93jai7q,0.9833831787109375,0.9329557347780582,0.8743364874221093,0.9942264794646372,0.8787984226397587
150,cju887ftknop008177nnjt46y,0.986724853515625,0.795390404515522,0.6602889496290512,0.8400397416790859,0.7552478785171952
151,cju888fr7nveu0818r9uwtiit,0.9855499267578125,0.9401277106910286,0.8870198043426389,0.958118556701031,0.9228000496462703
152,cju88aq6vo1ij0755c2ey7z7n,0.9744873046875,0.9456012493492972,0.8968156010861515,0.9935730890195542,0.9020484171322161
153,cju88cddensj00987788yotmg,0.9909515380859375,0.9154909505486676,0.8441524310118266,0.9965870307167235,0.8465998945703743
154,cju88evxanv9r08176zkeovec,0.9170379638671875,0.542994032108935,0.37267797392407986,0.3903323262839879,0.8917725013804528
155,cju88fpm4o0tl0871w1i6a4ds,0.9908905029296875,0.7990575563783237,0.6653587443946188,0.9941373534338358,0.6679797411367473
156,cju88gx09o2vk0818610zody3,0.9896240234375,0.9202252463632098,0.8522381573229031,0.9914054600606673,0.8585814360770578
157,cju88itqbny720987hxizbj5y,0.869964599609375,0.5387529768348127,0.3686939773316542,0.38816097332709404,0.8802617615847188
158,cju88k75inzyb0850ccv5x3vk,0.8850250244140625,0.7215550053582647,0.5644005087293329,0.653743136467122,0.8050630823781644
159,cju88l66no10s0850rsda7ej1,0.3873138427734375,0.36497920323891764,0.22322603110732803,0.22322603110732803,1.0
160,cju88msmoo3470817m441j4sg,0.8885040283203125,0.711402504048343,0.5520750321829216,0.9956882255389718,0.5533980582524272
161,cju88nroho44508500129f1nh,0.99420166015625,0.8754914809960681,0.7785547785547785,0.9896296296296296,0.7849588719153937
162,cju88oh0po9gq0801nge4tgr1,0.9908447265625,0.8722860791826309,0.7734994337485843,0.9951432734337057,0.7764304660856385
163,cju88q6h6obpd0871ckmiabbo,0.949432373046875,0.6463180362860191,0.4774519079154841,0.5203643237669703,0.8527175443537032
164,cju88rl5eo94l0850kf5wtrm1,0.9530487060546875,0.9155899377280334,0.844320769036175,0.9103704107795537,0.9208696611852997
165,cju88t4fvokxf07558ymyh281,0.9910736083984375,0.9091755938518863,0.8334756618274979,0.9682539682539683,0.8568920105355575
166,cju88trl3ogi208716qvti51b,0.9814910888671875,0.7253792166628933,0.5690941385435169,0.6004497751124438,0.9159519725557461
167,cju88v2f9oi8w0871hx9auh01,0.9939117431640625,0.8581585495911838,0.7515566625155666,0.9934156378600824,0.7553191489361702
168,cju88vx2uoocy075531lc63n3,0.99383544921875,0.9002469135802469,0.8185900314324203,0.994544462629569,0.8222823635543527
169,cju88y1mwoln50871emyfny1g,0.9566497802734375,0.9354362202577097,0.8787037827683375,0.9374174447734002,0.9334633526850508
170,cju88z8bson4h0871nnd7fdxo,0.9895477294921875,0.9389210878288006,0.8848739495798319,0.9904063205417607,0.8925241566367181
171,cju890guyoiti098753yg6cdu,0.957977294921875,0.7650571574816584,0.619508151423045,0.6610644257703081,0.9078760882769792
172,cju8914beokbf0850isxpocrk,0.9851226806640625,0.6366008199776371,0.4669218151995626,0.833984375,0.5147679324894515
173,cju892fesoq2g0801n0e0jyia,0.9767913818359375,0.9424539366652794,0.891170578133944,0.9536023275400046,0.9315632011967091
174,cju893jmdompz0817xn3g1w4h,0.9857635498046875,0.9523176777226964,0.9089756097560976,0.9606144963398289,0.944162950952574
175,cju89y9h0puti0818i5yw29e6,0.9674530029296875,0.9424927880078725,0.8912400571078931,0.9925610448608745,0.8972332015810277
176,cju89z6pqpqfx0817mfv8ixjc,0.546417236328125,0.0,0.0,0.0,0.0
177,cjyzjzssvd8pq0838f4nolj5l,0.9061126708984375,0.0,0.0,0.0,0.0
178,cjyzk8qieoboa0848ogj51wwm,0.7865753173828125,0.7157980290561821,0.5573874244485933,0.5949871638967708,0.8981693947274488
179,cjyzkmjy8evns070165gf9dmq,0.9805145263671875,0.8871010520732031,0.7971083571655545,0.8682935271720319,0.9067413699620459
180,cjyzkpsbjdsjq07211dfi4sru,0.9114837646484375,0.0,0.0,0.0,0.0
181,cjyzl833ndne80838pzuq6ila,0.9810638427734375,0.9269441337493377,0.8638358569234146,0.9718553265029009,0.8860004501462976
182,cjyzlw7f9faqr070129au64sq,0.884979248046875,0.5933318946914112,0.4217994937485618,0.9985473034319956,0.42205848491825926
183,cjyztzaqtrv430848l8xgcerw,0.9096527099609375,0.7950005193366341,0.6597517526721066,0.9716486120514557,0.6727017050448233
184,cjyzu3reghjya0794w7pwoi50,0.8800811767578125,0.5846414037313039,0.4130694548170276,0.7813250459104393,0.4670663739233238
185,cjyzu9th0qt4r0a46pyl4zik0,0.84149169921875,0.0,0.0,0.0,0.0
186,cjyzufihqquiw0a46jatrbwln,0.90576171875,0.8649227942784656,0.7619946818759875,0.7998462845354153,0.9415265939717157
187,cjyzuio1qgh040763k56deohv,0.9235687255859375,0.1859255647651552,0.10249059308367676,0.9828178694158075,0.1026745647101059
188,cjyzul1qggwwj07216mhiv5sy,0.9753570556640625,0.7614123208745753,0.6147423664122137,1.0,0.6147423664122137
189,cjyzurzvohqnr0794es1itzek,0.88543701171875,0.7033349138612296,0.5424183325207216,1.0,0.5424183325207216
190,cjz14qsk2wci60794un9ozwmw,0.90557861328125,0.61242640611299,0.44136499052089917,0.7548247645514898,0.5152281589208557
191,ck2395w2mb4vu07480otsu6tw,0.77197265625,0.0005350454788657035,0.0002675943270002676,0.0005274261603375527,0.0005428881650380022
192,ck2bxiswtxuw80838qkisqjwz,0.691558837890625,0.41732964372189546,0.2636870287400284,0.2709307983083199,0.9079392951210334
193,ck2bxknhjvs1x0794iogrq49k,0.972503662109375,0.8836518595041323,0.7915558126084442,0.968029424246711,0.8128043710654472
194,ck2bxlujamu330725szlc2jdu,0.9850616455078125,0.7444531453928478,0.592931392931393,0.6839328537170264,0.8167239404352806
195,ck2bxpfgxu2mk0748gsh7xelu,0.946136474609375,0.5336856010568031,0.36396396396396397,0.573700653223516,0.4988886144727093
196,ck2bxqz3evvg20794iiyv5v2m,0.8886260986328125,0.0,0.0,0.0,0.0
197,ck2bxskgxxzfv08386xkqtqdy,0.9842681884765625,0.8763344128583423,0.7798889837745516,0.9560324522376341,0.8089016829052259
198,ck2bxw18mmz1k0725litqq2mc,0.7617340087890625,0.31165968701785324,0.1845953002610966,0.18948327615780447,0.8773889302556466
199,ck2da7fwcjfis07218r1rvm95,0.8797149658203125,0.0,0.0,0.0,0.0
